# learning rate : 0.002
# batch size : 64
# max_iteration : 200000
# learning rate : 0.002
# batch size : 64
# max_iteration : 200000
[i] iter = 100, loss = 1.9317, x_loss = 1.8560, l2_reg_loss = 0.0757, accuracy = 14.28, train_time = 11sec
[i] iter = 103800, loss = 0.2310, x_loss = 0.0763, l2_reg_loss = 0.1547, accuracy = 97.91, train_time = 7sec
[i] iter = 103900, loss = 0.2174, x_loss = 0.0630, l2_reg_loss = 0.1544, accuracy = 98.55, train_time = 7sec
[i] iter = 104000, loss = 0.2269, x_loss = 0.0728, l2_reg_loss = 0.1541, accuracy = 98.12, train_time = 7sec
[i] iter = 104100, loss = 0.2237, x_loss = 0.0698, l2_reg_loss = 0.1539, accuracy = 98.11, train_time = 7sec
[i] iter = 104200, loss = 0.2279, x_loss = 0.0743, l2_reg_loss = 0.1536, accuracy = 97.94, train_time = 7sec
[i] iter = 104300, loss = 0.2236, x_loss = 0.0702, l2_reg_loss = 0.1534, accuracy = 98.09, train_time = 7sec
[i] iter = 104400, loss = 0.2244, x_loss = 0.0713, l2_reg_loss = 0.1532, accuracy = 98.06, train_time = 7sec
[i] iter = 104500, loss = 0.2218, x_loss = 0.0689, l2_reg_loss = 0.1529, accuracy = 98.36, train_time = 7sec
[i] iter = 104600, loss = 0.2184, x_loss = 0.0658, l2_reg_loss = 0.1527, accuracy = 98.45, train_time = 7sec
[i] iter = 104700, loss = 0.2145, x_loss = 0.0621, l2_reg_loss = 0.1524, accuracy = 98.50, train_time = 7sec
[i] iter = 104800, loss = 0.2270, x_loss = 0.0748, l2_reg_loss = 0.1522, accuracy = 98.09, train_time = 7sec
[i] iter = 104900, loss = 0.2198, x_loss = 0.0678, l2_reg_loss = 0.1519, accuracy = 98.22, train_time = 7sec
[i] iter = 105000, loss = 0.2199, x_loss = 0.0682, l2_reg_loss = 0.1517, accuracy = 98.25, train_time = 7sec
[i] iter = 105000, test_accuracy = 92.63, test_time = 1sec
[i] iter = 105100, loss = 0.2140, x_loss = 0.0625, l2_reg_loss = 0.1515, accuracy = 98.56, train_time = 8sec
[i] iter = 105200, loss = 0.2196, x_loss = 0.0683, l2_reg_loss = 0.1512, accuracy = 98.41, train_time = 7sec
[i] iter = 105300, loss = 0.2132, x_loss = 0.0622, l2_reg_loss = 0.1510, accuracy = 98.39, train_time = 7sec
[i] iter = 105400, loss = 0.2181, x_loss = 0.0673, l2_reg_loss = 0.1507, accuracy = 98.39, train_time = 7sec
[i] iter = 105500, loss = 0.2090, x_loss = 0.0585, l2_reg_loss = 0.1505, accuracy = 98.80, train_time = 7sec
[i] iter = 105600, loss = 0.2197, x_loss = 0.0695, l2_reg_loss = 0.1503, accuracy = 98.16, train_time = 7sec
[i] iter = 105700, loss = 0.2109, x_loss = 0.0609, l2_reg_loss = 0.1500, accuracy = 98.72, train_time = 7sec
[i] iter = 105800, loss = 0.2151, x_loss = 0.0653, l2_reg_loss = 0.1498, accuracy = 98.47, train_time = 7sec
[i] iter = 105900, loss = 0.2150, x_loss = 0.0654, l2_reg_loss = 0.1496, accuracy = 98.39, train_time = 7sec
[i] iter = 106000, loss = 0.2074, x_loss = 0.0580, l2_reg_loss = 0.1493, accuracy = 98.73, train_time = 7sec
[i] iter = 106100, loss = 0.2171, x_loss = 0.0680, l2_reg_loss = 0.1491, accuracy = 98.28, train_time = 7sec
[i] iter = 106200, loss = 0.2111, x_loss = 0.0622, l2_reg_loss = 0.1489, accuracy = 98.67, train_time = 7sec
[i] iter = 106300, loss = 0.2101, x_loss = 0.0615, l2_reg_loss = 0.1486, accuracy = 98.47, train_time = 7sec
[i] iter = 106400, loss = 0.2095, x_loss = 0.0611, l2_reg_loss = 0.1484, accuracy = 98.72, train_time = 7sec
[i] iter = 106500, loss = 0.2121, x_loss = 0.0639, l2_reg_loss = 0.1482, accuracy = 98.48, train_time = 7sec
[i] iter = 106600, loss = 0.2098, x_loss = 0.0618, l2_reg_loss = 0.1480, accuracy = 98.58, train_time = 7sec
[i] iter = 106700, loss = 0.2098, x_loss = 0.0621, l2_reg_loss = 0.1478, accuracy = 98.53, train_time = 7sec
[i] iter = 106800, loss = 0.2047, x_loss = 0.0572, l2_reg_loss = 0.1475, accuracy = 98.70, train_time = 7sec
[i] iter = 106900, loss = 0.2075, x_loss = 0.0602, l2_reg_loss = 0.1473, accuracy = 98.67, train_time = 7sec
[i] iter = 107000, loss = 0.2047, x_loss = 0.0577, l2_reg_loss = 0.1471, accuracy = 98.59, train_time = 7sec
[i] iter = 107100, loss = 0.1993, x_loss = 0.0524, l2_reg_loss = 0.1468, accuracy = 98.98, train_time = 7sec
[i] iter = 107200, loss = 0.2097, x_loss = 0.0631, l2_reg_loss = 0.1466, accuracy = 98.66, train_time = 7sec
[i] iter = 107300, loss = 0.2023, x_loss = 0.0559, l2_reg_loss = 0.1464, accuracy = 98.72, train_time = 7sec
[i] iter = 107400, loss = 0.2030, x_loss = 0.0569, l2_reg_loss = 0.1462, accuracy = 98.72, train_time = 7sec
[i] iter = 107500, loss = 0.2052, x_loss = 0.0593, l2_reg_loss = 0.1459, accuracy = 98.80, train_time = 7sec
[i] iter = 107600, loss = 0.2099, x_loss = 0.0641, l2_reg_loss = 0.1457, accuracy = 98.44, train_time = 7sec
[i] iter = 107700, loss = 0.1988, x_loss = 0.0533, l2_reg_loss = 0.1455, accuracy = 98.91, train_time = 7sec
[i] iter = 107800, loss = 0.2025, x_loss = 0.0572, l2_reg_loss = 0.1453, accuracy = 98.77, train_time = 7sec
[i] iter = 107900, loss = 0.2011, x_loss = 0.0560, l2_reg_loss = 0.1451, accuracy = 98.77, train_time = 7sec
[i] iter = 108000, loss = 0.2046, x_loss = 0.0598, l2_reg_loss = 0.1448, accuracy = 98.77, train_time = 7sec
[i] iter = 108100, loss = 0.1996, x_loss = 0.0550, l2_reg_loss = 0.1446, accuracy = 98.73, train_time = 7sec
[i] iter = 108200, loss = 0.2002, x_loss = 0.0558, l2_reg_loss = 0.1444, accuracy = 98.94, train_time = 7sec
[i] iter = 108300, loss = 0.1999, x_loss = 0.0557, l2_reg_loss = 0.1442, accuracy = 98.75, train_time = 7sec
[i] iter = 108400, loss = 0.1983, x_loss = 0.0543, l2_reg_loss = 0.1440, accuracy = 98.77, train_time = 7sec
[i] iter = 108500, loss = 0.2032, x_loss = 0.0594, l2_reg_loss = 0.1437, accuracy = 98.72, train_time = 7sec
[i] iter = 108600, loss = 0.1963, x_loss = 0.0527, l2_reg_loss = 0.1435, accuracy = 98.92, train_time = 7sec
[i] iter = 108700, loss = 0.2030, x_loss = 0.0597, l2_reg_loss = 0.1433, accuracy = 98.78, train_time = 7sec
[i] iter = 108800, loss = 0.2018, x_loss = 0.0586, l2_reg_loss = 0.1431, accuracy = 98.86, train_time = 7sec
[i] iter = 108900, loss = 0.1968, x_loss = 0.0539, l2_reg_loss = 0.1429, accuracy = 98.88, train_time = 7sec
[i] iter = 109000, loss = 0.1964, x_loss = 0.0538, l2_reg_loss = 0.1427, accuracy = 98.89, train_time = 7sec
[i] iter = 109100, loss = 0.1984, x_loss = 0.0559, l2_reg_loss = 0.1425, accuracy = 98.86, train_time = 7sec
[i] iter = 109200, loss = 0.1981, x_loss = 0.0558, l2_reg_loss = 0.1423, accuracy = 98.97, train_time = 7sec
[i] iter = 109300, loss = 0.1947, x_loss = 0.0527, l2_reg_loss = 0.1420, accuracy = 98.84, train_time = 7sec
[i] iter = 109400, loss = 0.1948, x_loss = 0.0529, l2_reg_loss = 0.1418, accuracy = 99.05, train_time = 7sec
[i] iter = 109500, loss = 0.1943, x_loss = 0.0527, l2_reg_loss = 0.1416, accuracy = 98.98, train_time = 7sec
[i] iter = 109600, loss = 0.1991, x_loss = 0.0577, l2_reg_loss = 0.1414, accuracy = 98.62, train_time = 7sec
[i] iter = 109700, loss = 0.1934, x_loss = 0.0521, l2_reg_loss = 0.1412, accuracy = 98.92, train_time = 7sec
[i] iter = 109800, loss = 0.1955, x_loss = 0.0545, l2_reg_loss = 0.1410, accuracy = 98.95, train_time = 7sec
[i] iter = 109900, loss = 0.1942, x_loss = 0.0534, l2_reg_loss = 0.1408, accuracy = 98.94, train_time = 7sec
[i] iter = 110000, loss = 0.1947, x_loss = 0.0541, l2_reg_loss = 0.1406, accuracy = 98.97, train_time = 7sec
[i] iter = 110000, test_accuracy = 92.85, test_time = 1sec
[i] iter = 110100, loss = 0.1945, x_loss = 0.0541, l2_reg_loss = 0.1404, accuracy = 99.09, train_time = 8sec
[i] iter = 110200, loss = 0.1947, x_loss = 0.0545, l2_reg_loss = 0.1402, accuracy = 98.97, train_time = 7sec
[i] iter = 110300, loss = 0.1928, x_loss = 0.0528, l2_reg_loss = 0.1400, accuracy = 98.92, train_time = 7sec
[i] iter = 110400, loss = 0.1909, x_loss = 0.0511, l2_reg_loss = 0.1398, accuracy = 98.94, train_time = 7sec
[i] iter = 110500, loss = 0.1902, x_loss = 0.0506, l2_reg_loss = 0.1396, accuracy = 98.97, train_time = 7sec
[i] iter = 110600, loss = 0.1953, x_loss = 0.0560, l2_reg_loss = 0.1394, accuracy = 98.98, train_time = 7sec
[i] iter = 110700, loss = 0.1911, x_loss = 0.0520, l2_reg_loss = 0.1392, accuracy = 98.92, train_time = 7sec
[i] iter = 110800, loss = 0.1893, x_loss = 0.0503, l2_reg_loss = 0.1390, accuracy = 99.05, train_time = 7sec
[i] iter = 110900, loss = 0.1920, x_loss = 0.0532, l2_reg_loss = 0.1388, accuracy = 99.00, train_time = 7sec
[i] iter = 111000, loss = 0.1861, x_loss = 0.0475, l2_reg_loss = 0.1386, accuracy = 99.17, train_time = 7sec
[i] iter = 111100, loss = 0.1895, x_loss = 0.0512, l2_reg_loss = 0.1384, accuracy = 99.08, train_time = 7sec
[i] iter = 111200, loss = 0.1888, x_loss = 0.0506, l2_reg_loss = 0.1382, accuracy = 99.00, train_time = 7sec
[i] iter = 111300, loss = 0.1919, x_loss = 0.0540, l2_reg_loss = 0.1380, accuracy = 98.88, train_time = 7sec
[i] iter = 111400, loss = 0.1889, x_loss = 0.0511, l2_reg_loss = 0.1378, accuracy = 99.12, train_time = 7sec
[i] iter = 111500, loss = 0.1927, x_loss = 0.0551, l2_reg_loss = 0.1376, accuracy = 98.94, train_time = 7sec
[i] iter = 111600, loss = 0.1837, x_loss = 0.0463, l2_reg_loss = 0.1374, accuracy = 99.23, train_time = 7sec
[i] iter = 111700, loss = 0.1855, x_loss = 0.0483, l2_reg_loss = 0.1372, accuracy = 99.03, train_time = 7sec
[i] iter = 111800, loss = 0.1851, x_loss = 0.0480, l2_reg_loss = 0.1370, accuracy = 99.11, train_time = 7sec
[i] iter = 111900, loss = 0.1836, x_loss = 0.0468, l2_reg_loss = 0.1368, accuracy = 99.09, train_time = 7sec
[i] iter = 112000, loss = 0.1851, x_loss = 0.0485, l2_reg_loss = 0.1366, accuracy = 99.05, train_time = 7sec
[i] iter = 112100, loss = 0.1928, x_loss = 0.0564, l2_reg_loss = 0.1364, accuracy = 98.80, train_time = 7sec
[i] iter = 112200, loss = 0.1848, x_loss = 0.0486, l2_reg_loss = 0.1362, accuracy = 99.11, train_time = 7sec
[i] iter = 112300, loss = 0.1906, x_loss = 0.0545, l2_reg_loss = 0.1361, accuracy = 98.91, train_time = 7sec
[i] iter = 112400, loss = 0.1862, x_loss = 0.0503, l2_reg_loss = 0.1359, accuracy = 99.03, train_time = 7sec
[i] iter = 112500, loss = 0.1816, x_loss = 0.0459, l2_reg_loss = 0.1357, accuracy = 99.27, train_time = 7sec
[i] iter = 112600, loss = 0.1850, x_loss = 0.0495, l2_reg_loss = 0.1355, accuracy = 99.06, train_time = 7sec
[i] iter = 112700, loss = 0.1866, x_loss = 0.0513, l2_reg_loss = 0.1353, accuracy = 99.02, train_time = 7sec
[i] iter = 112800, loss = 0.1831, x_loss = 0.0480, l2_reg_loss = 0.1351, accuracy = 99.31, train_time = 7sec
[i] iter = 112900, loss = 0.1762, x_loss = 0.0413, l2_reg_loss = 0.1349, accuracy = 99.53, train_time = 7sec
[i] iter = 113000, loss = 0.1842, x_loss = 0.0495, l2_reg_loss = 0.1347, accuracy = 99.05, train_time = 7sec
[i] iter = 113100, loss = 0.1832, x_loss = 0.0487, l2_reg_loss = 0.1345, accuracy = 99.17, train_time = 7sec
[i] iter = 113200, loss = 0.1815, x_loss = 0.0471, l2_reg_loss = 0.1343, accuracy = 99.25, train_time = 7sec
[i] iter = 113300, loss = 0.1855, x_loss = 0.0514, l2_reg_loss = 0.1341, accuracy = 99.17, train_time = 7sec
[i] iter = 113400, loss = 0.1761, x_loss = 0.0421, l2_reg_loss = 0.1340, accuracy = 99.34, train_time = 7sec
[i] iter = 113500, loss = 0.1811, x_loss = 0.0474, l2_reg_loss = 0.1338, accuracy = 99.12, train_time = 7sec
[i] iter = 113600, loss = 0.1831, x_loss = 0.0496, l2_reg_loss = 0.1336, accuracy = 99.06, train_time = 7sec
[i] iter = 113700, loss = 0.1807, x_loss = 0.0473, l2_reg_loss = 0.1334, accuracy = 99.17, train_time = 7sec
[i] iter = 113800, loss = 0.1801, x_loss = 0.0469, l2_reg_loss = 0.1332, accuracy = 99.23, train_time = 7sec
[i] iter = 113900, loss = 0.1820, x_loss = 0.0490, l2_reg_loss = 0.1330, accuracy = 99.16, train_time = 7sec
[i] iter = 114000, loss = 0.1797, x_loss = 0.0469, l2_reg_loss = 0.1328, accuracy = 99.25, train_time = 7sec
[i] iter = 114100, loss = 0.1769, x_loss = 0.0443, l2_reg_loss = 0.1327, accuracy = 99.31, train_time = 7sec
[i] iter = 114200, loss = 0.1789, x_loss = 0.0464, l2_reg_loss = 0.1325, accuracy = 99.14, train_time = 7sec
[i] iter = 114300, loss = 0.1813, x_loss = 0.0490, l2_reg_loss = 0.1323, accuracy = 99.05, train_time = 7sec
[i] iter = 114400, loss = 0.1814, x_loss = 0.0493, l2_reg_loss = 0.1321, accuracy = 99.14, train_time = 7sec
[i] iter = 114500, loss = 0.1791, x_loss = 0.0471, l2_reg_loss = 0.1319, accuracy = 99.22, train_time = 7sec
[i] iter = 114600, loss = 0.1770, x_loss = 0.0453, l2_reg_loss = 0.1318, accuracy = 99.17, train_time = 7sec
[i] iter = 114700, loss = 0.1824, x_loss = 0.0509, l2_reg_loss = 0.1316, accuracy = 99.16, train_time = 7sec
[i] iter = 114800, loss = 0.1781, x_loss = 0.0467, l2_reg_loss = 0.1314, accuracy = 99.23, train_time = 7sec
[i] iter = 114900, loss = 0.1777, x_loss = 0.0464, l2_reg_loss = 0.1312, accuracy = 99.14, train_time = 7sec
[i] iter = 115000, loss = 0.1738, x_loss = 0.0427, l2_reg_loss = 0.1311, accuracy = 99.42, train_time = 7sec
[i] iter = 115000, test_accuracy = 92.67, test_time = 1sec
[i] iter = 115100, loss = 0.1783, x_loss = 0.0474, l2_reg_loss = 0.1309, accuracy = 99.19, train_time = 8sec
[i] iter = 115200, loss = 0.1754, x_loss = 0.0447, l2_reg_loss = 0.1307, accuracy = 99.16, train_time = 7sec
[i] iter = 115300, loss = 0.1732, x_loss = 0.0427, l2_reg_loss = 0.1305, accuracy = 99.42, train_time = 7sec
[i] iter = 115400, loss = 0.1752, x_loss = 0.0448, l2_reg_loss = 0.1304, accuracy = 99.12, train_time = 7sec
[i] iter = 115500, loss = 0.1791, x_loss = 0.0489, l2_reg_loss = 0.1302, accuracy = 99.34, train_time = 7sec
[i] iter = 115600, loss = 0.1733, x_loss = 0.0433, l2_reg_loss = 0.1300, accuracy = 99.41, train_time = 7sec
[i] iter = 115700, loss = 0.1697, x_loss = 0.0398, l2_reg_loss = 0.1298, accuracy = 99.47, train_time = 7sec
[i] iter = 115800, loss = 0.1764, x_loss = 0.0467, l2_reg_loss = 0.1297, accuracy = 99.23, train_time = 7sec
[i] iter = 115900, loss = 0.1757, x_loss = 0.0462, l2_reg_loss = 0.1295, accuracy = 99.25, train_time = 7sec
[i] iter = 116000, loss = 0.1778, x_loss = 0.0485, l2_reg_loss = 0.1293, accuracy = 99.09, train_time = 7sec
[i] iter = 116100, loss = 0.1770, x_loss = 0.0479, l2_reg_loss = 0.1292, accuracy = 99.22, train_time = 7sec
[i] iter = 116200, loss = 0.1786, x_loss = 0.0496, l2_reg_loss = 0.1290, accuracy = 99.20, train_time = 7sec
[i] iter = 116300, loss = 0.1728, x_loss = 0.0439, l2_reg_loss = 0.1288, accuracy = 99.27, train_time = 7sec
[i] iter = 116400, loss = 0.1725, x_loss = 0.0439, l2_reg_loss = 0.1286, accuracy = 99.33, train_time = 7sec
[i] iter = 116500, loss = 0.1724, x_loss = 0.0439, l2_reg_loss = 0.1285, accuracy = 99.39, train_time = 7sec
[i] iter = 116600, loss = 0.1711, x_loss = 0.0428, l2_reg_loss = 0.1283, accuracy = 99.44, train_time = 7sec
[i] iter = 116700, loss = 0.1744, x_loss = 0.0463, l2_reg_loss = 0.1281, accuracy = 99.27, train_time = 7sec
[i] iter = 116800, loss = 0.1696, x_loss = 0.0416, l2_reg_loss = 0.1280, accuracy = 99.47, train_time = 7sec
[i] iter = 116900, loss = 0.1755, x_loss = 0.0477, l2_reg_loss = 0.1278, accuracy = 99.20, train_time = 7sec
[i] iter = 117000, loss = 0.1696, x_loss = 0.0419, l2_reg_loss = 0.1276, accuracy = 99.36, train_time = 7sec
[i] iter = 117100, loss = 0.1701, x_loss = 0.0426, l2_reg_loss = 0.1275, accuracy = 99.42, train_time = 7sec
[i] iter = 117200, loss = 0.1701, x_loss = 0.0428, l2_reg_loss = 0.1273, accuracy = 99.41, train_time = 7sec
[i] iter = 117300, loss = 0.1729, x_loss = 0.0458, l2_reg_loss = 0.1271, accuracy = 99.28, train_time = 7sec
[i] iter = 117400, loss = 0.1724, x_loss = 0.0454, l2_reg_loss = 0.1270, accuracy = 99.33, train_time = 7sec
[i] iter = 117500, loss = 0.1705, x_loss = 0.0437, l2_reg_loss = 0.1268, accuracy = 99.36, train_time = 7sec
[i] iter = 117600, loss = 0.1757, x_loss = 0.0491, l2_reg_loss = 0.1266, accuracy = 99.27, train_time = 7sec
[i] iter = 117700, loss = 0.1694, x_loss = 0.0430, l2_reg_loss = 0.1265, accuracy = 99.36, train_time = 7sec
[i] iter = 117800, loss = 0.1701, x_loss = 0.0437, l2_reg_loss = 0.1263, accuracy = 99.36, train_time = 7sec
[i] iter = 117900, loss = 0.1685, x_loss = 0.0423, l2_reg_loss = 0.1262, accuracy = 99.38, train_time = 7sec
[i] iter = 118000, loss = 0.1675, x_loss = 0.0416, l2_reg_loss = 0.1260, accuracy = 99.38, train_time = 7sec
[i] iter = 118100, loss = 0.1681, x_loss = 0.0423, l2_reg_loss = 0.1258, accuracy = 99.36, train_time = 7sec
[i] iter = 118200, loss = 0.1710, x_loss = 0.0454, l2_reg_loss = 0.1257, accuracy = 99.27, train_time = 7sec
[i] iter = 118300, loss = 0.1682, x_loss = 0.0427, l2_reg_loss = 0.1255, accuracy = 99.30, train_time = 7sec
[i] iter = 118400, loss = 0.1670, x_loss = 0.0417, l2_reg_loss = 0.1253, accuracy = 99.45, train_time = 7sec
[i] iter = 118500, loss = 0.1653, x_loss = 0.0402, l2_reg_loss = 0.1252, accuracy = 99.48, train_time = 7sec
[i] iter = 118600, loss = 0.1683, x_loss = 0.0434, l2_reg_loss = 0.1250, accuracy = 99.30, train_time = 7sec
[i] iter = 118700, loss = 0.1644, x_loss = 0.0396, l2_reg_loss = 0.1248, accuracy = 99.61, train_time = 7sec
[i] iter = 118800, loss = 0.1679, x_loss = 0.0432, l2_reg_loss = 0.1247, accuracy = 99.42, train_time = 7sec
[i] iter = 118900, loss = 0.1713, x_loss = 0.0468, l2_reg_loss = 0.1245, accuracy = 99.33, train_time = 7sec
[i] iter = 119000, loss = 0.1644, x_loss = 0.0400, l2_reg_loss = 0.1243, accuracy = 99.41, train_time = 7sec
[i] iter = 119100, loss = 0.1664, x_loss = 0.0422, l2_reg_loss = 0.1242, accuracy = 99.44, train_time = 7sec
[i] iter = 119200, loss = 0.1673, x_loss = 0.0433, l2_reg_loss = 0.1240, accuracy = 99.28, train_time = 7sec
[i] iter = 119300, loss = 0.1630, x_loss = 0.0391, l2_reg_loss = 0.1239, accuracy = 99.61, train_time = 7sec
[i] iter = 119400, loss = 0.1617, x_loss = 0.0380, l2_reg_loss = 0.1237, accuracy = 99.50, train_time = 7sec
[i] iter = 119500, loss = 0.1626, x_loss = 0.0391, l2_reg_loss = 0.1235, accuracy = 99.59, train_time = 7sec
[i] iter = 119600, loss = 0.1656, x_loss = 0.0422, l2_reg_loss = 0.1233, accuracy = 99.36, train_time = 7sec
[i] iter = 119700, loss = 0.1673, x_loss = 0.0441, l2_reg_loss = 0.1232, accuracy = 99.36, train_time = 7sec
[i] iter = 119800, loss = 0.1647, x_loss = 0.0417, l2_reg_loss = 0.1230, accuracy = 99.42, train_time = 7sec
[i] iter = 119900, loss = 0.1672, x_loss = 0.0443, l2_reg_loss = 0.1229, accuracy = 99.39, train_time = 7sec
[i] iter = 120000, loss = 0.1647, x_loss = 0.0420, l2_reg_loss = 0.1227, accuracy = 99.50, train_time = 7sec
[i] iter = 120000, test_accuracy = 92.73, test_time = 1sec
[i] iter = 120100, loss = 0.1649, x_loss = 0.0423, l2_reg_loss = 0.1226, accuracy = 99.31, train_time = 8sec
[i] iter = 120200, loss = 0.1601, x_loss = 0.0377, l2_reg_loss = 0.1224, accuracy = 99.53, train_time = 7sec
[i] iter = 120300, loss = 0.1634, x_loss = 0.0412, l2_reg_loss = 0.1222, accuracy = 99.38, train_time = 7sec
[i] iter = 120400, loss = 0.1627, x_loss = 0.0406, l2_reg_loss = 0.1221, accuracy = 99.48, train_time = 7sec
[i] iter = 120500, loss = 0.1625, x_loss = 0.0406, l2_reg_loss = 0.1219, accuracy = 99.33, train_time = 7sec
[i] iter = 120600, loss = 0.1635, x_loss = 0.0417, l2_reg_loss = 0.1218, accuracy = 99.36, train_time = 7sec
[i] iter = 120700, loss = 0.1618, x_loss = 0.0402, l2_reg_loss = 0.1216, accuracy = 99.44, train_time = 7sec
[i] iter = 120800, loss = 0.1602, x_loss = 0.0387, l2_reg_loss = 0.1215, accuracy = 99.47, train_time = 7sec
[i] iter = 120900, loss = 0.1624, x_loss = 0.0411, l2_reg_loss = 0.1213, accuracy = 99.53, train_time = 7sec
[i] iter = 121000, loss = 0.1612, x_loss = 0.0400, l2_reg_loss = 0.1212, accuracy = 99.59, train_time = 7sec
[i] iter = 121100, loss = 0.1615, x_loss = 0.0405, l2_reg_loss = 0.1210, accuracy = 99.41, train_time = 7sec
[i] iter = 121200, loss = 0.1621, x_loss = 0.0413, l2_reg_loss = 0.1209, accuracy = 99.50, train_time = 7sec
[i] iter = 121300, loss = 0.1628, x_loss = 0.0421, l2_reg_loss = 0.1207, accuracy = 99.48, train_time = 7sec
[i] iter = 121400, loss = 0.1637, x_loss = 0.0432, l2_reg_loss = 0.1206, accuracy = 99.41, train_time = 7sec
[i] iter = 121500, loss = 0.1603, x_loss = 0.0398, l2_reg_loss = 0.1204, accuracy = 99.45, train_time = 7sec
[i] iter = 121600, loss = 0.1595, x_loss = 0.0393, l2_reg_loss = 0.1203, accuracy = 99.47, train_time = 7sec
[i] iter = 121700, loss = 0.1629, x_loss = 0.0428, l2_reg_loss = 0.1201, accuracy = 99.47, train_time = 7sec
[i] iter = 121800, loss = 0.1623, x_loss = 0.0424, l2_reg_loss = 0.1200, accuracy = 99.42, train_time = 7sec
[i] iter = 121900, loss = 0.1586, x_loss = 0.0388, l2_reg_loss = 0.1198, accuracy = 99.55, train_time = 7sec
[i] iter = 122000, loss = 0.1579, x_loss = 0.0382, l2_reg_loss = 0.1197, accuracy = 99.44, train_time = 7sec
[i] iter = 122100, loss = 0.1616, x_loss = 0.0421, l2_reg_loss = 0.1195, accuracy = 99.47, train_time = 7sec
[i] iter = 122200, loss = 0.1595, x_loss = 0.0401, l2_reg_loss = 0.1194, accuracy = 99.50, train_time = 7sec
[i] iter = 122300, loss = 0.1569, x_loss = 0.0377, l2_reg_loss = 0.1192, accuracy = 99.61, train_time = 7sec
[i] iter = 122400, loss = 0.1574, x_loss = 0.0383, l2_reg_loss = 0.1191, accuracy = 99.44, train_time = 7sec
[i] iter = 122500, loss = 0.1598, x_loss = 0.0408, l2_reg_loss = 0.1189, accuracy = 99.42, train_time = 7sec
[i] iter = 122600, loss = 0.1605, x_loss = 0.0417, l2_reg_loss = 0.1188, accuracy = 99.41, train_time = 7sec
[i] iter = 122700, loss = 0.1583, x_loss = 0.0397, l2_reg_loss = 0.1187, accuracy = 99.53, train_time = 7sec
[i] iter = 122800, loss = 0.1573, x_loss = 0.0388, l2_reg_loss = 0.1185, accuracy = 99.44, train_time = 7sec
[i] iter = 122900, loss = 0.1616, x_loss = 0.0432, l2_reg_loss = 0.1183, accuracy = 99.38, train_time = 7sec
[i] iter = 123000, loss = 0.1615, x_loss = 0.0433, l2_reg_loss = 0.1182, accuracy = 99.38, train_time = 7sec
[i] iter = 123100, loss = 0.1572, x_loss = 0.0391, l2_reg_loss = 0.1181, accuracy = 99.56, train_time = 7sec
[i] iter = 123200, loss = 0.1544, x_loss = 0.0365, l2_reg_loss = 0.1179, accuracy = 99.55, train_time = 7sec
[i] iter = 123300, loss = 0.1606, x_loss = 0.0429, l2_reg_loss = 0.1178, accuracy = 99.42, train_time = 7sec
[i] iter = 123400, loss = 0.1601, x_loss = 0.0425, l2_reg_loss = 0.1176, accuracy = 99.42, train_time = 7sec
[i] iter = 123500, loss = 0.1578, x_loss = 0.0404, l2_reg_loss = 0.1175, accuracy = 99.56, train_time = 7sec
[i] iter = 123600, loss = 0.1563, x_loss = 0.0390, l2_reg_loss = 0.1173, accuracy = 99.48, train_time = 7sec
[i] iter = 123700, loss = 0.1559, x_loss = 0.0387, l2_reg_loss = 0.1172, accuracy = 99.53, train_time = 7sec
[i] iter = 123800, loss = 0.1604, x_loss = 0.0434, l2_reg_loss = 0.1171, accuracy = 99.34, train_time = 7sec
[i] iter = 123900, loss = 0.1557, x_loss = 0.0388, l2_reg_loss = 0.1169, accuracy = 99.50, train_time = 7sec
[i] iter = 124000, loss = 0.1539, x_loss = 0.0371, l2_reg_loss = 0.1168, accuracy = 99.62, train_time = 7sec
[i] iter = 124100, loss = 0.1565, x_loss = 0.0398, l2_reg_loss = 0.1166, accuracy = 99.53, train_time = 7sec
[i] iter = 124200, loss = 0.1585, x_loss = 0.0420, l2_reg_loss = 0.1165, accuracy = 99.33, train_time = 7sec
[i] iter = 124300, loss = 0.1587, x_loss = 0.0424, l2_reg_loss = 0.1164, accuracy = 99.38, train_time = 7sec
[i] iter = 124400, loss = 0.1569, x_loss = 0.0406, l2_reg_loss = 0.1162, accuracy = 99.56, train_time = 7sec
[i] iter = 124500, loss = 0.1566, x_loss = 0.0405, l2_reg_loss = 0.1161, accuracy = 99.55, train_time = 7sec
[i] iter = 124600, loss = 0.1536, x_loss = 0.0376, l2_reg_loss = 0.1159, accuracy = 99.59, train_time = 7sec
[i] iter = 124700, loss = 0.1550, x_loss = 0.0392, l2_reg_loss = 0.1158, accuracy = 99.48, train_time = 7sec
[i] iter = 124800, loss = 0.1552, x_loss = 0.0395, l2_reg_loss = 0.1157, accuracy = 99.55, train_time = 7sec
[i] iter = 124900, loss = 0.1544, x_loss = 0.0389, l2_reg_loss = 0.1155, accuracy = 99.58, train_time = 7sec
[i] iter = 125000, loss = 0.1578, x_loss = 0.0425, l2_reg_loss = 0.1154, accuracy = 99.42, train_time = 7sec
[i] iter = 125000, test_accuracy = 92.56, test_time = 1sec
[i] iter = 125100, loss = 0.1557, x_loss = 0.0404, l2_reg_loss = 0.1153, accuracy = 99.45, train_time = 8sec
